text,label
"MUNICH (AP) — U.S. Secretary of State Marco Rubio offered a reassuring message to America's allies on Saturday, striking a less aggressive but still firm tone about the administration's intent to reshape the trans-Atlantic alliance and push its priorities after more than a year of President Donald Trump's often-hostile rhetoric toward traditional allies.

Reminding his audience at the annual Munich Security Conference about America's centuries-long roots in Europe, Rubio said the United States would remain forever tied to the continent even as it pushes for changes in the relationship and the institutions that have been the bulwark of the post-World War II world order.

READ MORE: Germany's Merz calls on U.S. and Europe to 'repair and revive trans-Atlantic trust together'

Rubio addressed the conference a year after Vice President JD Vance stunned the same audience with a harsh critique of European values. A series of Trump administration statements and moves targeting allies followed, including Trump's short-lived threat last month to impose new tariffs on several European countries in a bid to secure U.S. control of Greenland, a semiautonomous territory of NATO ally Denmark.

On Friday, German Chancellor Friedrich Merz had opened this year's gathering by calling for the U.S. and Europe to ""repair and revive trans-Atlantic trust together,"" saying that even the U.S. isn't powerful enough to go it alone in an world whose old order no longer exists. But he and other European officials made clear that they will stand by their values, including their approach to free speech, climate change and free trade.

'A child of Europe'

While offering a calmer and more reassuring tone, Rubio made clear that the Trump administration is sticking to its guns on policy. He denounced ""a climate cult"" and ""an unprecedented wave of mass migration that threatens the cohesion of our societies.""

Rubio argued that the ""euphoria"" of the Western victory in the Cold War led to a ""dangerous delusion that we had entered 'the end of history,' that every nation would now be a liberal democracy, that the ties formed by trade and by commerce alone would now replace nationhood ... and that we would now live in a world without borders where everyone became a citizen of the world.""

""We made these mistakes together and now together we owe it to our people to face those facts and to move forward to rebuild,"" Rubio said.

""This is why we Americans may sometimes come off as a little direct and urgent in our counsel,"" he said. ""This is why President Trump demands seriousness and reciprocity from our friends here in Europe.""

Rubio said that an end of the trans-Atlantic era ""is neither our goal nor our wish,"" adding that ""our home may be in the Western hemisphere, but we will always be a child of Europe.""

He acknowledged that ""we have bled and died side-by-side on battlefields from Kapyong to Kandahar,"" a contrast with disparaging remarks by Trump about NATO allies' troops in Afghanistan that drew an outcry. ""And I'm here today to make it clear that America is charting the path for a new century of prosperity. and that once again, we want to do it together with you, our cherished allies and our oldest friends.""

U.S. officials accompanying Rubio said his message was much the same as Vance's last year but was intended to have a softer landing on the audience, which they acknowledged had recoiled at much of Trump's rhetoric over the past year.

Europeans reassured but not complacent

The president of the European Union's executive commission, Ursula von der Leyen, said Rubio's speech was ""very reassuring"" but noted that ""in the administration, some have a harsher tone on these topics.""

In her speech to the conference, she stressed that ""Europe must become more independent,"" including on defense. She insisted on Europe's ""digital sovereignty"" — its approach to hate speech on social media.

British Prime Minister Keir Starmer said that ""we shouldn't get in the warm bath of complacency. He said the U.K. must reforge closer ties with Europe to help the continent ""stand on our own two feet"" in its own defense, and said there needs to be investment that ""moves us from overdependence to interdependence.""

Hanno Pevkur, the defense minister of EU and NATO member Estonia, said it was ""quite a bold statement to say that America is 'a child of Europe'.""

""It was a good speech, needed here today, but that doesn't mean that we can rest on pillows now,"" he told The Associated Press. ""So still a lot of work has to be done.""

Rubio didn't mention Greenland. After last month's escalation over Trump's designs on the Arctic island, the U.S., Denmark and Greenland started technical talks on an Arctic security deal.

The secretary of state met briefly in Munich on Friday with the Danish and Greenlandic leaders, a meeting Danish Prime Minister Mette Frederiksen described as constructive.

But Frederiksen suggested Saturday that, although the dispute has cooled, she remains wary. Asked whether the crisis has passed, she replied: ""No, unfortunately not. I think the desire from the U.S. president is exactly the same. He is very serious about this theme.""

Asked whether she can put a price on Greenland, she said ""of course not,"" adding that ""we have to respect sovereign states ... and we have to respect people's right for self-determination. And the Greenlandic people have been very clear, they don't want to become Americans.""

Moulson reported from Berlin. Associated Press writer Jamey Keaten in Geneva contributed to this report.",politics
"Foreign Secretary Vikram Misri held a meeting with US Ambassador Sergio Gor in New Delhi. The latter said that with the finalisation of the trade deal, many opportunities are poised to open up for the India-US partnership.",politics
Indian Railways cricket team secured a dramatic victory in the Ranji Trophy final. The domestic season has seen the rise of several young talents pushing for national selection.,sports
"Open Extended Reactions

If you miss the glory days of Fight Night and own a PS5, you're in luck -- you can now download Undisputed as part of your PS Plus subscription.

With a roster of over 70 licensed fighters -- from Tyson Fury to Eddie Hall -- Undisputed is the best place to watch and play the fights that only exist in your wildest dreams.

There's a clean realism to the mechanics, with each jab, cross and slip powered by real physics that calculate the force of every blow. It also features realistic damage, progressive sweat and facial deformation, telling the story of each fight on the fighters' faces.

As well as those fantasy match ups, there's a full career mode to take your own character from rookie to champion.

Men's boxing legends such as Muhammad Ali feature with modern champions like Canelo Álvarez, alongside stars from the Women's Division, including Katie Taylor and Claressa Shields.

The WBC, British Boxing Board of Control and other major organizations are included, along with recognizable boxing brands and fighter introductions from the legendary Jimmy Lennon Jr.

Players can download Undisputed today with a PS Plus Essential subscription. Undisputed is also available to purchase on PlayStation 5, Xbox Series X|S and PC via Steam.",sports
"Open Extended Reactions

Another trio of players have been announced for NBA The Run, a fast-paced and stylized basketball game launching this year.

NBA The Run features quick 3v3 matches where you can mix and match all-star players to create your perfect trio. In the leadup to launch, the developer has been announcing licensed athletes and showing off example teams to inspire players.

The latest triplets have been dubbed ""Got Next"" to signify how these players play both sides of the ball and have bright futures ahead of them. Here's who we've got, with their top in-game abilities:

Just last week, the team also announced Kevin Durant, Devin Booker and Shai Gilgeous-Alexander, which followed the reveal for Stephen Curry, Donovan Mitchell and Jalen Brunson the week prior.",sports
"A Joint Committee of Parliament on the Viksit Bharat Shiksha Adhishthan Bill, 2025, which aims to establish a Higher Education Commission, will now present its report in the last week of the Monsoon Session.",politics
"England wicketkeeper Jos Buttler has heaped praise on young Indian cricketer Vaibhav Sooryavanshi, calling him the best player he has ever seen. The comments have sparked widespread discussion regarding the rising talent pool in the IPL.",sports
"Opposition parties have submitted a motion seeking the removal of the Lok Sabha Speaker, escalating political tensions in Parliament. The move aims at ousting Om Birla amid disruptions.",politics
Varun Chakravarthy’s bowling variations and disciplined line and length are expected to play a crucial role in India’s strategy against Pakistan. His tactical approach has drawn comparisons with Pakistan spinner Abrar Ahmed.,sports
"GENEVA (AP) — Iran and the United States will hold a second round of talks over Tehran's nuclear program next week, the Swiss Foreign Ministry said Saturday.

Oman, which welcomed the first round of indirect talks on Feb. 6, will host the talks in Geneva, the Swiss ministry said, without specifying which days.

After the first discussions, U.S. President Donald Trump warned Tehran that failure to reach an agreement with his administration would be ""very traumatic.""

Similar talks last year broke down in June as Israel launched what became a 12-day war on Iran that included the U.S. bombing Iranian nuclear sites.

Trump has repeatedly threatened to use force to compel Iran to agree to constrain its nuclear program. Iran has said it would respond with an attack of its own. Trump also has threatened Iran over its deadly crackdown on recent nationwide protests there.

Gulf Arab nations have warned any attack could spiral into another regional conflict.

Trump said Friday the USS Gerald R. Ford, the world's largest aircraft carrier, was being sent from the Caribbean to the Mideast to join other military assets the U.S. has built up in the region. He also said a change in power in Iran ""would be the best thing that could happen.""

The indirect talks on Feb. 6 were between Iranian Foreign Minister Abbas Araghchi and U.S. Mideast envoy Steve Witkoff. The top military commander in the Middle East was also present for the first time.

The Trump administration has maintained that Iran can have no uranium enrichment under any deal. Tehran says it won't agree to that.

Iran has insisted its nuclear program is for peaceful purposes. However, its officials increasingly threaten to pursue a nuclear weapon. Before the June war, Iran had been enriching uranium up to 60% purity, a short, technical step away from weapons-grade levels.

Iranian President Masoud Pezeshkian has said his nation is ""ready for any kind of verification."" However, the United Nations' nuclear watchdog, the International Atomic Energy Agency, has been unable for months to inspect and verify Iran's nuclear stockpile.

Trump has suggested in recent weeks that his top priority is for Iran to scale back its nuclear program. Iran has said it wants talks to focus solely on the nuclear program.

But Israeli Prime Minister Benjamin Netanyahu, who met with Trump in Washington this week, has pressed for any deal to include steps to neutralize Iran's ballistic missile program and end its funding for proxy groups such as Hamas and Hezbollah.",politics
"Open Extended Reactions

As artificial intelligence tools become more commonplace, many game studios have been testing them to speed up production. Games like Clair Obscur: Expedition 33 and Arc Raiders shipped with AI assets, but Grand Theft Auto 6 won't follow in their footsteps.

Ahead of Rockstar parent company Take-Two's Q3 financial results, CEO Strauss Zelnick told GamesIndustry.biz that ""generative AI has zero part in what Rockstar Games is building"" for GTA 6.

This follows a previous comment to CNBC, where Zelnick said, ""there is no creativity that can exist by definition in any AI model, because it is data-driven.""

Zelnick says Rockstar's games are ""handcrafted"" and that's what makes them special.

""They're built from the ground up, building by building, street by street, neighborhood by neighborhood,"" Zelnick said. ""They're not procedurally generated, they shouldn't be. That's what makes great entertainment.""

While these comments might suggest the CEO is against the technology, he admits Take-Two has ""hundreds of pilots and implementations"" across the company to drive cost and time efficiencies. It just doesn't look like it will be a part of the creative process any time soon.

These comments come after the release of Google's Project Genie, which claims to create ""playable worlds"" at the touch of a button. However, the examples we've seen so far are at the very least heavily inspired by other works. They can also only run for 60 seconds because of the sheer compute cost.

Despite that, many game companies saw their stock prices crash, including Take-Two, with Google's announcement.",sports
